#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
1,"seo contents",10,9,"2017-10-03 16:36:03",500,https://backlinko.com/seo-content,11,54300000,"2017-10-19 23:31:06",40,12.00,
2,"backlinko keyword research",4,,,20,https://backlinko.com/seo-content,1.8,539000,"2017-11-01 06:31:09",39,,
3,"keyword first",9,,,50,https://backlinko.com/seo-content,1.5,183000000,"2017-09-22 11:43:37",2,,
