#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
46,"keyword research google",6,,,250,https://backlinko.com/google-keyword-planner,5,12200000,"2017-10-03 20:05:55",79,3.50,
47,"google keyword planner free",7,9,"2017-10-03 16:22:15",450,https://backlinko.com/google-keyword-planner,5,11400000,"2017-10-18 23:00:49",61,6.00,
48,"keywork planner",5,,,70,https://backlinko.com/google-keyword-planner,5,11200000,"2017-10-28 21:31:27",65,8.00,
49,"key word planer",5,,,70,https://backlinko.com/google-keyword-planner,5,5240000,"2017-10-14 18:55:38",56,5.00,
50,"how to get to google keyword planner",1,,,10,https://backlinko.com/google-keyword-planner,5,10400000,"2017-10-19 15:42:37",47,,"Featured snippet"
51,"keyword planning tool",6,,,250,https://backlinko.com/google-keyword-planner,5,29000000,"2017-10-18 20:58:27",66,6.00,
52,"google keyword tool planner",7,,,100,https://backlinko.com/google-keyword-planner,5,2180000,"2017-10-28 18:28:16",57,1.90,
53,"keyworld planner",5,,,70,https://backlinko.com/google-keyword-planner,5,11000000,"2017-10-29 15:43:55",65,,
54,"googlekeyword planner",5,,,70,https://backlinko.com/google-keyword-planner,5.0,4860000,"2017-10-29 03:40:00",58,1.50,
55,"google keyword research tool",8,9,"2017-10-02 11:38:46",450,https://backlinko.com/google-keyword-planner,5.0,26200000,"2017-10-16 21:02:11",60,6.00,
56,"google adwords keyword planner tool",7,,,100,https://backlinko.com/google-keyword-planner,4.9,2480000,"2017-10-30 20:33:29",50,3.00,
57,"google planer",7,,,100,https://backlinko.com/google-keyword-planner,4.9,45800000,"2017-09-20 00:46:50",55,2.50,
58,"keword planner",6,5,"2017-09-18 22:50:54",80,https://backlinko.com/google-keyword-planner,4.9,10500000,"2017-11-05 17:18:12",45,0.60,
59,"keyword planner google",7,,,600,https://backlinko.com/google-keyword-planner,4.8,5370000,"2017-10-25 07:01:13",55,1.80,
60,"key planner",6,,,80,https://backlinko.com/google-keyword-planner,4.8,126000000,"2017-10-27 06:49:36",58,2.00,
61,"google keyword analyzer",7,,,100,https://backlinko.com/google-keyword-planner,4.7,230000000,"2017-10-27 20:09:11",79,6.00,
62,"google key planner",7,,,100,https://backlinko.com/google-keyword-planner,4.7,4590000,"2017-09-22 06:43:51",56,2.50,
63,"keyword search google",9,12,"2017-10-04 06:27:30",350,https://backlinko.com/google-keyword-planner,4.6,32500000,"2017-10-21 00:06:14",88,2.50,
64,"google ad words planner",8,,,100,https://backlinko.com/google-keyword-planner,4.4,4740000,"2017-10-15 08:59:13",45,0.40,
65,"the google keyword planner",7,,,90,https://backlinko.com/google-keyword-planner,4.1,5300000,"2017-10-10 20:36:51",50,2.00,
66,"google planner tool",7,,,90,https://backlinko.com/google-keyword-planner,4.1,5370000,"2017-10-30 18:29:11",48,0.60,
67,"google keyword tool 2016",8,,,200,https://backlinko.com/google-keyword-planner,4.1,6320000,"2017-10-01 06:14:47",52,1.40,
68,"google keywords estimator",8,,,100,https://backlinko.com/google-keyword-planner,4.0,11500000,"2017-11-04 06:14:25",64,3.50,
69,"adsense keyword tool",9,,,150,https://backlinko.com/google-keyword-planner,4.0,470000,"2017-09-28 16:14:36",61,6.00,
70,"planner tool",9,,,150,https://backlinko.com/google-keyword-planner,3.9,87400000,"2017-10-15 10:38:59",66,0.80,
71,"keyword google",9,,,300,https://backlinko.com/google-keyword-planner,3.7,6800000,"2017-10-21 20:44:40",82,,
72,"google ad word planner",7,,,80,https://backlinko.com/google-keyword-planner,3.6,20800,"2017-09-24 15:27:47",52,0.70,
73,"google adwords keywords planner",6,,,60,https://backlinko.com/google-keyword-planner,3.6,1740000,"2017-10-30 17:44:45",48,3.00,
74,"google keyboard planner",5,,,50,https://backlinko.com/google-keyword-planner,3.6,5470000,"2017-10-28 16:04:41",58,,
75,"google adwords planner",6,7,"2017-09-28 18:36:57",500,https://backlinko.com/google-keyword-planner,3.5,5830000,"2017-10-12 06:26:33",56,10.00,
76,"google keyword analysis",6,,,200,https://backlinko.com/google-keyword-planner,3.5,3210000,"2017-10-06 06:30:30",90,1.70,
77,"google key word",8,,,200,https://backlinko.com/google-keyword-planner,3.4,69400000,"2017-10-25 06:21:54",66,1.50,
78,"google keyword planer",5,,,200,https://backlinko.com/google-keyword-planner,3.1,5380000,"2017-10-25 01:15:12",57,1.40,
79,"how to use google adwords keyword tool",7,,,60,https://backlinko.com/google-keyword-planner,3.0,4870000,"2017-10-30 21:16:55",49,6.00,
80,"adword keyword planner",6,,,200,https://backlinko.com/google-keyword-planner,2.9,57300,"2017-10-06 15:06:55",47,0.80,
81,"google adwords keyword finder",7,5,"2017-10-07 20:09:52",150,https://backlinko.com/google-keyword-planner,2.8,1390000,"2017-10-08 00:26:51",58,10.00,
82,"google keyword planner 2016",2,,,20,https://backlinko.com/google-keyword-planner,2.8,8500000,"2017-10-29 05:33:40",39,,
83,"keyboard planner",5,,,40,https://backlinko.com/google-keyword-planner,2.7,1210000,"2017-09-23 14:03:08",50,,
84,"google keyword estimator",9,,,90,https://backlinko.com/google-keyword-planner,2.7,284000,"2017-09-22 16:29:57",50,4.00,
85,"google adword planner",7,,,600,https://backlinko.com/google-keyword-planner,2.7,49300,"2017-10-29 01:03:43",57,7.00,
86,"keyword planner\",4,,,30,https://backlinko.com/google-keyword-planner,2.6,11300000,"2017-10-26 18:09:49",57,,
87,"adwords keyword research",8,,,70,https://backlinko.com/google-keyword-planner,2.6,1250000,"2017-10-29 04:02:33",52,8.00,
88,"using keyword planner",3,,,20,https://backlinko.com/google-keyword-planner,2.6,1070000,"2017-10-25 13:22:31",43,,
89,"google keyword suggestion tool",10,,,150,https://backlinko.com/google-keyword-planner,2.6,2260000,"2017-10-16 23:46:17",91,3.50,
90,"google planner keyword",5,,,30,https://backlinko.com/google-keyword-planner,2.5,5410000,"2017-10-30 13:50:58",58,0.80,
91,"keyword finder google",10,,,150,https://backlinko.com/google-keyword-planner,2.5,5900000,"2017-10-05 08:32:28",77,5.00,
92,"google keyword planning",5,,,30,https://backlinko.com/google-keyword-planner,2.4,4100000,"2017-11-05 20:00:28",58,2.50,
93,"keyword google tool",8,,,60,https://backlinko.com/google-keyword-planner,2.4,9380000,"2017-11-04 18:35:02",65,0.80,
94,keyplanner,7,6,"2017-09-17 09:23:55",50,https://backlinko.com/google-keyword-planner,2.4,141000,"2017-11-05 13:28:10",42,,
95,"how to access google keyword planner",5,,,30,https://backlinko.com/google-keyword-planner,2.4,1470000,"2017-10-24 07:17:57",34,,
96,"adwords keyword finder",9,,,70,https://backlinko.com/google-keyword-planner,2.3,83500,"2017-10-29 17:07:46",65,10.00,
97,"average monthly searches",8,,,60,https://backlinko.com/google-keyword-planner,2.3,17400000,"2017-09-20 17:20:47",17,,
98,"google adwords planner tool",6,,,40,https://backlinko.com/google-keyword-planner,2.2,1250000,"2017-10-25 20:58:28",47,6.00,
99,"seed keywords",10,19,"2017-09-20 02:06:46",150,https://backlinko.com/google-keyword-planner,2.2,110000000,"2017-10-25 03:05:23",4,,
