#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
1,"search engine ranking factors",4,3,"2017-07-29 22:21:31",20,http://backlinko.com/google-ranking-factors,2.1,18200000,"2017-09-16 05:22:35",87,,
2,"website google rank",7,8,"2017-08-03 16:39:51",40,http://backlinko.com/google-ranking-factors,2.0,63000000,"2017-09-17 14:18:25",79,5.00,
