#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
1,"backlinko blog",5,,,150,https://backlinko.com/viral-marketing,9,126000,"2017-10-23 20:54:58",60,,
2,"backlinko skyscraper",3,,,10,https://backlinko.com/viral-marketing,1.7,32100,"2017-10-18 03:51:11",51,,
