#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
1,"content upgrade",3,,,100,https://backlinko.com/increase-conversions,13,11000000,"2017-10-11 14:58:06",36,,
2,"content upgrades",2,,,50,https://backlinko.com/increase-conversions,6,25700000,"2017-11-01 03:03:41",37,,
